time,conc
318,-0.2
319,-0.2
320,-0.2
321,-0.2
322,-0.2
323,-0.2
324,-0.2
325,-0.2
326,-0.2
327,-0.2
328,-0.2
329,-0.2
330,-0.21
331,-0.21
332,-0.21
333,-0.22
334,-0.22
335,-0.23
336,-0.23
337,-0.23
338,-0.23
339,-0.22
340,-0.22
341,-0.22
342,-0.22
343,-0.22
344,-0.22
345,-0.22
346,-0.23
347,-0.23
348,-0.23
349,-0.23
350,-0.23
351,-0.23
352,-0.23
353,-0.23
354,-0.22
355,-0.22
356,-0.22
357,-0.22
358,-0.23
359,-0.23
360,-0.23
361,-0.24
362,-0.24
363,-0.24
364,-0.24
365,-0.23
366,-0.22
367,-0.22
368,-0.22
369,-0.22
370,-0.22
371,-0.22
372,-0.23
373,-0.23
374,-0.23
375,-0.23
376,-0.23
377,-0.23
378,-0.23
379,-0.23
380,-0.23
381,-0.23
382,-0.23
383,-0.23
384,-0.23
385,-0.22
386,-0.23
387,-0.23
388,-0.23
389,-0.23
390,-0.24
391,-0.24
392,-0.25
393,-0.25
394,-0.25
395,-0.25
396,-0.25
397,-0.25
398,-0.25
399,-0.25
400,-0.25
401,-0.25
402,-0.25
403,-0.25
404,-0.25
405,-0.25
406,-0.25
407,-0.24
408,-0.24
409,-0.25
410,-0.25
411,-0.25
412,-0.25
413,-0.26
414,-0.26
415,-0.26
416,-0.26
417,-0.26
418,-0.27
419,-0.27
420,-0.27
421,-0.27
422,-0.27
423,-0.27
424,-0.27
425,-0.27
426,-0.28
427,-0.28
428,-0.28
429,-0.28
430,-0.28
431,-0.28
432,-0.27
433,-0.27
434,-0.26
435,-0.26
436,-0.26
437,-0.26
438,-0.26
439,-0.26
440,-0.26
441,-0.26
442,-0.25
443,-0.25
444,-0.25
445,-0.25
446,-0.25
447,-0.25
448,-0.25
449,-0.25
450,-0.25
451,-0.25
452,-0.25
453,-0.25
454,-0.25
455,-0.25
456,-0.25
457,-0.24
458,-0.24
459,-0.23
460,-0.23
461,-0.23
462,-0.22
463,-0.22
464,-0.21
465,-0.21
466,-0.2
467,-0.2
468,-0.19
469,-0.18
470,-0.17
471,-0.16
472,-0.15
473,-0.15
474,-0.13
475,-0.12
476,-0.11
477,-0.1
478,-0.08
479,-0.07
480,-0.05
481,-0.03
482,-0.01
483,0
484,0.02
485,0.03
486,0.06
487,0.08
488,0.11
489,0.13
490,0.16
491,0.18
492,0.21
493,0.23
494,0.27
495,0.29
496,0.32
497,0.35
498,0.39
499,0.41
500,0.45
501,0.48
502,0.52
503,0.54
504,0.58
505,0.6
506,0.63
507,0.65
508,0.68
509,0.7
510,0.74
511,0.77
512,0.81
513,0.84
514,0.88
515,0.9
516,0.95
517,0.97
518,1.01
519,1.04
520,1.08
521,1.11
522,1.14
523,1.17
524,1.21
525,1.23
526,1.27
527,1.29
528,1.32
529,1.35
530,1.39
531,1.41
532,1.45
533,1.48
534,1.52
535,1.55
536,1.59
537,1.61
538,1.64
539,1.66
540,1.68
541,1.7
542,1.73
543,1.75
544,1.78
545,1.8
546,1.83
547,1.86
548,1.89
549,1.91
550,1.95
551,1.97
552,1.99
553,2.01
554,2.04
555,2.05
556,2.08
557,2.11
558,2.14
559,2.16
560,2.19
561,2.21
562,2.22
563,2.24
564,2.26
565,2.28
566,2.31
567,2.32
568,2.35
569,2.37
570,2.39
571,2.4
572,2.43
573,2.44
574,2.47
575,2.48
576,2.5
577,2.52
578,2.54
579,2.55
580,2.58
581,2.59
582,2.61
583,2.62
584,2.64
585,2.65
586,2.67
587,2.68
588,2.69
589,2.7
590,2.72
591,2.73
592,2.74
593,2.75
594,2.77
595,2.78
596,2.79
597,2.8
598,2.81
599,2.82
600,2.83
601,2.83
602,2.84
603,2.85
604,2.86
605,2.87
606,2.87
607,2.87
608,2.88
609,2.88
610,2.89
611,2.89
612,2.9
613,2.91
614,2.91
615,2.92
616,2.92
617,2.93
618,2.93
619,2.94
620,2.94
621,2.94
622,2.94
623,2.94
624,2.93
625,2.93
626,2.92
627,2.92
628,2.92
629,2.91
630,2.9
631,2.89
632,2.88
633,2.88
634,2.87
635,2.87
636,2.87
637,2.87
638,2.87
639,2.86
640,2.86
641,2.85
642,2.85
643,2.84
644,2.83
645,2.82
646,2.81
647,2.8
648,2.78
649,2.77
650,2.76
651,2.74
652,2.72
653,2.71
654,2.7
655,2.69
656,2.68
657,2.66
658,2.65
659,2.64
660,2.62
661,2.6
662,2.58
663,2.56
664,2.54
665,2.53
666,2.52
667,2.51
668,2.49
669,2.48
670,2.46
671,2.45
672,2.43
673,2.42
674,2.39
675,2.38
676,2.36
677,2.34
678,2.32
679,2.3
680,2.28
681,2.26
682,2.24
683,2.22
684,2.2
685,2.19
686,2.16
687,2.15
688,2.13
689,2.11
690,2.09
691,2.07
692,2.04
693,2.02
694,2
695,1.98
696,1.96
697,1.94
698,1.92
699,1.9
700,1.88
701,1.86
702,1.84
703,1.82
704,1.79
705,1.77
706,1.74
707,1.72
708,1.7
709,1.68
710,1.66
711,1.65
712,1.63
713,1.62
714,1.6
715,1.59
716,1.57
717,1.54
718,1.52
719,1.5
720,1.47
721,1.46
722,1.44
723,1.42
724,1.4
725,1.38
726,1.35
727,1.33
728,1.31
729,1.29
730,1.27
731,1.24
732,1.22
733,1.21
734,1.19
735,1.17
736,1.16
737,1.15
738,1.13
739,1.11
740,1.09
741,1.07
742,1.05
743,1.03
744,1.01
745,0.99
746,0.97
747,0.96
748,0.94
749,0.93
750,0.92
751,0.9
752,0.89
753,0.87
754,0.85
755,0.84
756,0.82
757,0.8
758,0.78
759,0.76
760,0.74
761,0.72
762,0.7
763,0.69
764,0.67
765,0.66
766,0.65
767,0.64
768,0.63
769,0.63
770,0.62
771,0.62
772,0.6
773,0.59
774,0.57
775,0.56
776,0.54
777,0.53
778,0.52
779,0.51
780,0.5
781,0.49
782,0.48
783,0.47
784,0.45
785,0.44
786,0.42
787,0.41
788,0.4
789,0.39
790,0.38
791,0.37
792,0.36
793,0.36
794,0.34
795,0.33
796,0.32
797,0.3
798,0.29
799,0.28
800,0.27
801,0.26
802,0.26
803,0.26
804,0.25
805,0.25
806,0.24
807,0.24
808,0.23
809,0.23
810,0.21
811,0.2
812,0.19
813,0.18
814,0.17
815,0.16
816,0.16
817,0.15
818,0.14
819,0.13
820,0.12
821,0.12
822,0.12
823,0.11
824,0.11
825,0.1
826,0.1
827,0.09
828,0.08
829,0.07
830,0.07
831,0.06
832,0.05
833,0.05
834,0.04
835,0.04
836,0.04
837,0.04
838,0.03
839,0.03
840,0.02
841,0.02
842,0.01
843,0.01
844,0
845,0
846,-0.01
847,-0.01
848,-0.02
849,-0.02
850,-0.03
851,-0.04
852,-0.05
853,-0.05
854,-0.06
855,-0.07
856,-0.07
857,-0.08
858,-0.08
859,-0.08
860,-0.08
861,-0.08
862,-0.09
863,-0.09
864,-0.09
865,-0.1
866,-0.1
867,-0.1
868,-0.1
869,-0.1
870,-0.1
871,-0.1
872,-0.1
873,-0.1
874,-0.1
875,-0.1
876,-0.11
877,-0.12
878,-0.12
879,-0.12
880,-0.13
881,-0.13
882,-0.14
883,-0.14
884,-0.15
885,-0.15
886,-0.15
887,-0.15
888,-0.15
889,-0.15
890,-0.15
891,-0.15
892,-0.15
893,-0.15
894,-0.16
895,-0.16
896,-0.17
897,-0.17
898,-0.18
899,-0.18
900,-0.18
901,-0.18
902,-0.18
903,-0.18
904,-0.18
905,-0.18
906,-0.18
907,-0.18
908,-0.18
909,-0.19
910,-0.19
911,-0.2
912,-0.2
913,-0.2
914,-0.2
915,-0.2
916,-0.2
917,-0.19
918,-0.19
919,-0.2
920,-0.2
921,-0.2
922,-0.2
923,-0.21
924,-0.21
925,-0.21
926,-0.22
927,-0.22
928,-0.22
929,-0.22
930,-0.22
931,-0.22
932,-0.22
933,-0.22
934,-0.22
935,-0.22
936,-0.22
937,-0.22
938,-0.23
939,-0.23
940,-0.23
941,-0.23
942,-0.24
943,-0.24
944,-0.24
945,-0.24
946,-0.24
947,-0.24
948,-0.23
949,-0.23
950,-0.23
951,-0.24
952,-0.24
953,-0.25
954,-0.25
955,-0.25
956,-0.25
957,-0.25
958,-0.25
959,-0.25
960,-0.25
961,-0.25
962,-0.25
963,-0.25
964,-0.25
965,-0.24
966,-0.24
967,-0.24
968,-0.24
969,-0.24
970,-0.24
971,-0.25
972,-0.25
973,-0.25
974,-0.26
975,-0.25
976,-0.25
977,-0.25
978,-0.25
979,-0.25
980,-0.26
981,-0.26
982,-0.27
983,-0.27
984,-0.27
985,-0.27
986,-0.27
987,-0.27
988,-0.28
989,-0.28
990,-0.28
991,-0.28
992,-0.28
993,-0.28
994,-0.28
995,-0.28
996,-0.28
997,-0.28
998,-0.28
999,-0.28
1000,-0.28
1001,-0.28
1002,-0.28
1003,-0.28
1004,-0.28
1005,-0.28
1006,-0.28
1007,-0.28
1008,-0.28
1009,-0.28
1010,-0.28
1011,-0.28
1012,-0.28
1013,-0.28
1014,-0.28
1015,-0.28
1016,-0.28
1017,-0.28
1018,-0.28
1019,-0.28
1020,-0.28
1021,-0.28
1022,-0.28
1023,-0.28
1024,-0.28
1025,-0.28
1026,-0.28
1027,-0.28
1028,-0.28
1029,-0.28
1030,-0.28
1031,-0.28
1032,-0.29
1033,-0.29
1034,-0.3
1035,-0.3
1036,-0.3
1037,-0.3
1038,-0.3
1039,-0.3
1040,-0.3
1041,-0.3
1042,-0.3
1043,-0.29
1044,-0.3
1045,-0.3
1046,-0.3
1047,-0.3
1048,-0.31
1049,-0.31
1050,-0.31
1051,-0.31
1052,-0.3
1053,-0.3
1054,-0.3
1055,-0.3
1056,-0.3
1057,-0.3
1058,-0.3
1059,-0.3
1060,-0.3
1061,-0.31
1062,-0.31
1063,-0.32
1064,-0.32
1065,-0.31
1066,-0.31
1067,-0.31
1068,-0.31
1069,-0.31
1070,-0.31
1071,-0.31
1072,-0.31
1073,-0.31
1074,-0.31
1075,-0.31
1076,-0.32
1077,-0.32
1078,-0.32
1079,-0.32
1080,-0.33
1081,-0.33
1082,-0.32
1083,-0.32
1084,-0.31
1085,-0.31
1086,-0.31
1087,-0.31
1088,-0.32
1089,-0.32
1090,-0.32
1091,-0.32
1092,-0.32
1093,-0.32
1094,-0.32
1095,-0.32
1096,-0.32
1097,-0.32
1098,-0.32
1099,-0.32
1100,-0.32
1101,-0.32
1102,-0.32
1103,-0.32
1104,-0.32
1105,-0.32
1106,-0.32
1107,-0.32
1108,-0.32
1109,-0.32
1110,-0.32
1111,-0.32
1112,-0.32
1113,-0.32
1114,-0.32
1115,-0.32
1116,-0.32
1117,-0.33
1118,-0.33
1119,-0.33
1120,-0.34
1121,-0.34
1122,-0.34
1123,-0.33
1124,-0.33
1125,-0.33
1126,-0.33
1127,-0.33
1128,-0.33
1129,-0.33
1130,-0.33
1131,-0.34
1132,-0.34
1133,-0.34
1134,-0.35
1135,-0.34
1136,-0.34
1137,-0.34
1138,-0.34
1139,-0.34
1140,-0.34
1141,-0.34
1142,-0.35
1143,-0.35
1144,-0.35
1145,-0.35
1146,-0.35
1147,-0.35
1148,-0.35
1149,-0.35
1150,-0.35
1151,-0.35
1152,-0.35
1153,-0.35
1154,-0.35
1155,-0.35
1156,-0.35
1157,-0.34
1158,-0.34
1159,-0.34
1160,-0.34
1161,-0.35
1162,-0.35
1163,-0.35
1164,-0.35
1165,-0.35
1166,-0.35
1167,-0.35
1168,-0.35
1169,-0.35
1170,-0.35
1171,-0.35
1172,-0.35
1173,-0.35
1174,-0.35
1175,-0.35
1176,-0.36
1177,-0.36
1178,-0.36
1179,-0.36
1180,-0.36
1181,-0.36
1182,-0.35
1183,-0.35
1184,-0.35
1185,-0.35
1186,-0.35
1187,-0.35
1188,-0.35
1189,-0.35
1190,-0.35
1191,-0.35
1192,-0.35
1193,-0.35
1194,-0.35
1195,-0.35
1196,-0.35
1197,-0.35
1198,-0.36
1199,-0.36
1200,-0.37
1201,-0.37
1202,-0.36
1203,-0.36
1204,-0.35
1205,-0.35
1206,-0.35
1207,-0.35
1208,-0.36
1209,-0.36
1210,-0.37
1211,-0.37
1212,-0.37
1213,-0.37
1214,-0.37
1215,-0.36
1216,-0.36
1217,-0.36
1218,-0.35
1219,-0.35
1220,-0.36
1221,-0.36
1222,-0.37
1223,-0.37
1224,-0.37
1225,-0.37
1226,-0.37
1227,-0.37
1228,-0.37
1229,-0.37
1230,-0.37
1231,-0.37
1232,-0.37
1233,-0.37
1234,-0.37
1235,-0.37
1236,-0.37
1237,-0.37
1238,-0.37
1239,-0.38
1240,-0.37
1241,-0.37
1242,-0.37
1243,-0.37
1244,-0.37
1245,-0.37
1246,-0.37
1247,-0.37
1248,-0.37
1249,-0.37
1250,-0.37
1251,-0.37
1252,-0.37
1253,-0.37
1254,-0.37
1255,-0.37
1256,-0.37
1257,-0.37
1258,-0.37
1259,-0.37
1260,-0.37
1261,-0.37
1262,-0.37
1263,-0.37
1264,-0.37
1265,-0.37
1266,-0.37
1267,-0.37
1268,-0.38
1269,-0.38
1270,-0.38
1271,-0.38
1272,-0.38
1273,-0.38
1274,-0.39
1275,-0.38
1276,-0.38
1277,-0.39
1278,-0.39
1279,-0.39
1280,-0.39
1281,-0.39
1282,-0.39
1283,-0.39
1284,-0.39
1285,-0.39
1286,-0.39
1287,-0.39
1288,-0.4
1289,-0.4
1290,-0.39
1291,-0.39
1292,-0.39
1293,-0.38
1294,-0.38
1295,-0.37
1296,-0.37
1297,-0.37
1298,-0.38
1299,-0.38
1300,-0.38
1301,-0.39
1302,-0.39
1303,-0.39
1304,-0.4
1305,-0.39
1306,-0.39
1307,-0.39
1308,-0.38
1309,-0.38
1310,-0.38
1311,-0.39
1312,-0.39
1313,-0.39
1314,-0.4
1315,-0.4
1316,-0.4
1317,-0.39
1318,-0.39
1319,-0.39
1320,-0.39
1321,-0.39
1322,-0.4
1323,-0.4
1324,-0.4
1325,-0.4
1326,-0.4
1327,-0.4
1328,-0.39
1329,-0.39
1330,-0.39
1331,-0.39
1332,-0.39
1333,-0.39
1334,-0.39
1335,-0.39
1336,-0.39
1337,-0.39
1338,-0.4
1339,-0.4
1340,-0.4
1341,-0.4
1342,-0.4
1343,-0.4
1344,-0.4
1345,-0.4
1346,-0.4
1347,-0.4
1348,-0.4
1349,-0.4
1350,-0.4
1351,-0.4
1352,-0.4
1353,-0.4
1354,-0.4
1355,-0.4
1356,-0.4
1357,-0.4
1358,-0.39
1359,-0.39
1360,-0.39
1361,-0.39
1362,-0.39
1363,-0.4
1364,-0.4
1365,-0.4
1366,-0.4
1367,-0.4
1368,-0.41
1369,-0.41
1370,-0.41
1371,-0.42
1372,-0.42
1373,-0.42
1374,-0.42
1375,-0.42
1376,-0.42
1377,-0.42
1378,-0.41
1379,-0.41
1380,-0.41
1381,-0.41
1382,-0.41
1383,-0.41
1384,-0.41
1385,-0.41
1386,-0.41
1387,-0.41
1388,-0.41
1389,-0.41
1390,-0.41
1391,-0.4
1392,-0.4
1393,-0.4
1394,-0.4
1395,-0.4
1396,-0.4
1397,-0.4
1398,-0.4
1399,-0.41
1400,-0.41
1401,-0.42
1402,-0.42
1403,-0.42
1404,-0.42
1405,-0.42
1406,-0.42
1407,-0.42
1408,-0.42
1409,-0.42
1410,-0.42
1411,-0.42
1412,-0.42
1413,-0.42
1414,-0.42
1415,-0.43
1416,-0.43
1417,-0.43
1418,-0.43
1419,-0.43
1420,-0.43
1421,-0.42
1422,-0.42
1423,-0.42
1424,-0.42
1425,-0.42
1426,-0.42
1427,-0.42
1428,-0.42
1429,-0.42
1430,-0.41
1431,-0.41
1432,-0.41
1433,-0.4
1434,-0.41
1435,-0.41
1436,-0.41
1437,-0.41
1438,-0.41
1439,-0.41
1440,-0.41
1441,-0.4
1442,-0.4
1443,-0.4
1444,-0.41
1445,-0.41
1446,-0.42
1447,-0.42
1448,-0.42
1449,-0.42
1450,-0.42
1451,-0.42
1452,-0.42
1453,-0.43
1454,-0.43
1455,-0.43
1456,-0.43
1457,-0.43
1458,-0.43
1459,-0.42
1460,-0.42
1461,-0.42
1462,-0.42
1463,-0.42
1464,-0.42
1465,-0.42
1466,-0.42
1467,-0.42
1468,-0.42
1469,-0.42
1470,-0.42
1471,-0.42
1472,-0.42
1473,-0.42
1474,-0.41
1475,-0.41
1476,-0.41
1477,-0.42
1478,-0.42
1479,-0.43
1480,-0.44
1481,-0.44
1482,-0.44
1483,-0.44
1484,-0.43
1485,-0.43
1486,-0.43
1487,-0.44
1488,-0.44
1489,-0.44
1490,-0.43
1491,-0.43
1492,-0.42
1493,-0.42
1494,-0.42
1495,-0.42
1496,-0.42
1497,-0.42
1498,-0.43
1499,-0.43
1500,-0.44
1501,-0.44
1502,-0.45
1503,-0.44
1504,-0.44
1505,-0.44
1506,-0.44
1507,-0.44
1508,-0.44
1509,-0.44
1510,-0.45
1511,-0.45
1512,-0.45
1513,-0.45
1514,-0.45
1515,-0.45
1516,-0.45
1517,-0.45
1518,-0.45
1519,-0.45
1520,-0.45
1521,-0.45
1522,-0.45
1523,-0.45
1524,-0.45
1525,-0.45
1526,-0.45
1527,-0.45
1528,-0.45
1529,-0.45
1530,-0.45
1531,-0.45
1532,-0.45
1533,-0.45
1534,-0.45
1535,-0.45
1536,-0.45
1537,-0.45
1538,-0.45
1539,-0.45
1540,-0.45
1541,-0.45
1542,-0.46
1543,-0.46
1544,-0.46
1545,-0.46
1546,-0.46
1547,-0.45
1548,-0.45
1549,-0.45
1550,-0.45
1551,-0.45
1552,-0.45
1553,-0.45
1554,-0.45
1555,-0.45
1556,-0.46
1557,-0.46
1558,-0.47
1559,-0.47
1560,-0.47
1561,-0.46
1562,-0.46
1563,-0.46
1564,-0.46
1565,-0.46
1566,-0.46
1567,-0.46
1568,-0.46
1569,-0.46
1570,-0.46
1571,-0.46
1572,-0.46
1573,-0.46
1574,-0.47
1575,-0.47
1576,-0.47
1577,-0.47
1578,-0.47
1579,-0.47
1580,-0.47
1581,-0.47
1582,-0.46
1583,-0.46
1584,-0.46
1585,-0.46
1586,-0.46
1587,-0.46
1588,-0.47
1589,-0.47
1590,-0.47
1591,-0.47
1592,-0.47
1593,-0.47
1594,-0.46
1595,-0.46
1596,-0.46
1597,-0.45
1598,-0.45
1599,-0.45
1600,-0.46
1601,-0.46
1602,-0.47
1603,-0.47
1604,-0.47
1605,-0.47
1606,-0.47
1607,-0.47
1608,-0.47
1609,-0.47
1610,-0.47
1611,-0.47
1612,-0.47
1613,-0.47
1614,-0.47
1615,-0.47
1616,-0.47
1617,-0.47
1618,-0.47
1619,-0.47
1620,-0.47
1621,-0.47
1622,-0.47
1623,-0.47
1624,-0.47
1625,-0.47
1626,-0.48
1627,-0.48
1628,-0.48
1629,-0.48
1630,-0.48
1631,-0.47
1632,-0.47
1633,-0.46
1634,-0.46
1635,-0.45
1636,-0.45
1637,-0.46
1638,-0.46
1639,-0.46
1640,-0.47
1641,-0.47
1642,-0.47
1643,-0.47
1644,-0.47
1645,-0.47
1646,-0.47
1647,-0.47
1648,-0.48
1649,-0.48
1650,-0.48
1651,-0.47
1652,-0.47
1653,-0.47
1654,-0.47
1655,-0.47
1656,-0.47
1657,-0.48
1658,-0.48
1659,-0.48
1660,-0.48
1661,-0.47
1662,-0.47
1663,-0.47
1664,-0.47
1665,-0.47
1666,-0.47
1667,-0.47
1668,-0.47
1669,-0.48
1670,-0.48
1671,-0.48
1672,-0.48
1673,-0.48
1674,-0.49
1675,-0.49
1676,-0.5
1677,-0.5
1678,-0.5
1679,-0.5
1680,-0.5
1681,-0.5
1682,-0.5
1683,-0.5
1684,-0.5
1685,-0.5
1686,-0.5
1687,-0.5
1688,-0.5
1689,-0.5
1690,-0.5
1691,-0.5
1692,-0.5
1693,-0.5
1694,-0.5
1695,-0.5
1696,-0.5
1697,-0.5
1698,-0.5
1699,-0.5
1700,-0.5
1701,-0.5
1702,-0.5
1703,-0.5
1704,-0.5
1705,-0.5
1706,-0.5
1707,-0.49
1708,-0.48
1709,-0.48
1710,-0.48
1711,-0.48
1712,-0.48
1713,-0.49
1714,-0.49
1715,-0.49
1716,-0.5
1717,-0.5
1718,-0.49
1719,-0.49
1720,-0.49
1721,-0.48
1722,-0.48
1723,-0.47
1724,-0.47
1725,-0.47
1726,-0.47
1727,-0.47
1728,-0.46
1729,-0.46
1730,-0.45
1731,-0.45
1732,-0.44
1733,-0.43
1734,-0.43
1735,-0.42
1736,-0.41
1737,-0.41
1738,-0.4
1739,-0.39
1740,-0.39
1741,-0.38
1742,-0.37
1743,-0.37
1744,-0.35
1745,-0.34
1746,-0.33
1747,-0.31
1748,-0.3
1749,-0.28
1750,-0.27
1751,-0.25
1752,-0.24
1753,-0.23
1754,-0.21
1755,-0.2
1756,-0.18
1757,-0.17
1758,-0.16
1759,-0.14
1760,-0.12
1761,-0.11
1762,-0.09
1763,-0.07
1764,-0.05
1765,-0.04
1766,-0.02
1767,-0.01
1768,0.01
1769,0.02
1770,0.04
1771,0.06
1772,0.09
1773,0.11
1774,0.13
1775,0.15
1776,0.17
1777,0.17
1778,0.19
1779,0.2
1780,0.21
1781,0.23
1782,0.25
1783,0.26
1784,0.29
1785,0.3
1786,0.32
1787,0.34
1788,0.35
1789,0.37
1790,0.39
1791,0.4
1792,0.42
1793,0.43
1794,0.44
1795,0.46
1796,0.47
1797,0.48
1798,0.5
1799,0.51
1800,0.52
1801,0.53
1802,0.55
1803,0.56
1804,0.57
1805,0.58
1806,0.6
1807,0.61
1808,0.62
1809,0.62
1810,0.63
1811,0.63
1812,0.64
1813,0.65
1814,0.66
1815,0.67
1816,0.68
1817,0.68
1818,0.69
1819,0.7
1820,0.71
1821,0.72
1822,0.73
1823,0.74
1824,0.74
1825,0.75
1826,0.75
1827,0.76
1828,0.76
1829,0.77
1830,0.78
1831,0.79
1832,0.8
1833,0.81
1834,0.82
1835,0.83
1836,0.83
1837,0.84
1838,0.85
1839,0.85
1840,0.86
1841,0.87
1842,0.87
1843,0.87
1844,0.87
1845,0.87
1846,0.88
1847,0.88
1848,0.89
1849,0.89
1850,0.9
1851,0.91
1852,0.91
1853,0.92
1854,0.93
1855,0.93
1856,0.93
1857,0.93
1858,0.94
1859,0.94
1860,0.94
1861,0.94
1862,0.94
1863,0.94
1864,0.94
1865,0.94
1866,0.95
1867,0.95
1868,0.95
1869,0.96
1870,0.96
1871,0.97
1872,0.97
1873,0.97
1874,0.97
1875,0.97
1876,0.97
1877,0.97
1878,0.97
1879,0.97
1880,0.97
1881,0.97
1882,0.97
1883,0.96
1884,0.96
1885,0.95
1886,0.95
1887,0.95
1888,0.95
1889,0.95
1890,0.95
1891,0.94
1892,0.94
1893,0.94
1894,0.94
1895,0.94
1896,0.94
1897,0.94
1898,0.93
1899,0.93
1900,0.92
1901,0.91
1902,0.91
1903,0.9
1904,0.89
1905,0.89
1906,0.89
1907,0.89
1908,0.88
1909,0.88
1910,0.88
1911,0.87
1912,0.86
1913,0.86
1914,0.85
1915,0.84
1916,0.83
1917,0.82
1918,0.8
1919,0.8
1920,0.79
1921,0.78
1922,0.77
1923,0.77
1924,0.76
1925,0.76
1926,0.75
1927,0.74
1928,0.73
1929,0.72
1930,0.71
1931,0.7
1932,0.69
1933,0.68
1934,0.67
1935,0.66
1936,0.65
1937,0.65
1938,0.64
1939,0.63
1940,0.63
1941,0.62
1942,0.62
1943,0.61
1944,0.6
1945,0.59
1946,0.58
1947,0.58
1948,0.57
1949,0.56
